,OBJECTID,VENUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_DATE,NAME2,geometry
725,734,1239.0,COCA-COLA PARK,1050 IRONPIGS WAY,ALLENTOWN,PA,18109,NOT AVAILABLE,SINGLE USE,OPEN,8089.0,LEHIGH,42077,USA,40.62594500000006,-75.45248399999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?sid=t1410&ymd=20101122&content_id=16171526&vkey=team1,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-8399332.098 4957324.2148)
726,735,1240.0,LOUISVILLE SLUGGER FIELD,401 E MAIN ST,LOUISVILLE,KY,40202,NOT AVAILABLE,SINGLE USE,OPEN,13131.0,JEFFERSON,21111,USA,38.25660800000003,-85.74452799999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?sid=t416&ymd=20051121&content_id=34685&vkey=team1,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-9545037.1953 4615739.608599998)
727,736,1241.0,HARBOR PARK,150 PARK AVE,NORFOLK,VA,23510,NOT AVAILABLE,SINGLE USE,OPEN,11856.0,NORFOLK,51710,USA,36.84259700000007,-76.27869099999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20081124&content_id=41067682&fext=.jsp&vkey=news_t568&sid=t568,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-8491305.0405 4417189.489799999)
728,737,1242.0,MCCOY STADIUM,1 COLUMBUS AVE,PAWTUCKET,RI,02860,NOT AVAILABLE,SINGLE USE,OPEN,10031.0,PROVIDENCE,44007,USA,41.87339000000003,-71.37010999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?sid=t533&ymd=20080830&content_id=452367&vkey=team1,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-7944884.303099999 5142032.707400002)
729,738,1243.0,FRONTIER FIELD,333 PLYMOUTH AVE N,ROCHESTER,NY,14608,NOT AVAILABLE,SINGLE USE,OPEN,13500.0,MONROE,36055,USA,43.158082000000036,-77.62038799999993,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.milb.com/rochester/ballpark/frontier-field,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-8640662.0673 5336064.576700002)
730,739,1244.0,PNC FIELD,235 MONTAGE MOUNTAIN RD,MOOSIC,PA,18507,NOT AVAILABLE,SINGLE USE,OPEN,10000.0,LACKAWANNA,42069,USA,41.36051148200005,-75.68385156499994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20120820&content_id=37026190&sid=t531&vkey=team1,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-8425087.8175 5065663.336199999)
731,740,1245.0,NBT BANK STADIUM,1 TEX SIMONE DR,SYRACUSE,NY,13208,NOT AVAILABLE,SINGLE USE,OPEN,11071.0,ONONDAGA,36067,USA,43.079000000000065,-76.16536999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20060209&content_id=41111164&sid=t552&vkey=team1,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-8478690.2045 5324004.193300001)
732,741,1246.0,FIFTH THIRD FIELD,406 WASHINGTON ST,TOLEDO,OH,43604,NOT AVAILABLE,SINGLE USE,OPEN,8943.0,LUCAS,39095,USA,41.648585000000026,-83.53865999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?sid=t512&ymd=20100219&content_id=8098256&vkey=team2,2016-02-18,2018-10-08,NOT AVAILABLE,POINT (-9299481.0928 5108483.673299998)
733,742,1247.0,ISOTOPES PARK,1601 AVENIDA CESAR CHAVEZ SE,ALBUQUERQUE,NM,87106,NOT AVAILABLE,SINGLE USE,OPEN,11124.0,BERNALILLO,35001,USA,35.069830000000024,-106.62912599999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.milb.com/albuquerque/ballpark/isotopes-park,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-11869900.0101 4173374.8159999996)
734,743,1248.0,SECURITY SERVICE FIELD,4385 TUTT BLVD,COLORADO SPRINGS,CO,80922,NOT AVAILABLE,OTHER,OPEN,8500.0,EL PASO,08041,USA,38.89414900000003,-104.71028299999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?sid=t551&ymd=20060307&content_id=45629&vkey=team1,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-11656295.384399999 4706520.6467999965)
735,744,1249.0,SOUTHWEST UNIVERSITY PARK,1 BALLPARK PLAZA,EL PASO,TX,79901,NOT AVAILABLE,SINGLE USE,OPEN,7500.0,EL PASO,48141,USA,31.75912025100007,-106.49254278199999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20140412&content_id=71857664&fext=.jsp&sid=t4904&vkey=team1,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-11854695.6358 3731732.784000002)
736,745,1250.0,CHUKCHANSI PARK,1800 TULARE ST,FRESNO,CA,93721,NOT AVAILABLE,SINGLE USE,OPEN,12500.0,FRESNO,06019,USA,36.73215000000005,-119.79064399999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20081119&content_id=41087602&fext=.jsp&vkey=news_t259&sid=t259,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-13335033.4919 4401837.422899999)
737,746,1251.0,PRINCIPAL PARK,1 LINE DR,DES MOINES,IA,50309,NOT AVAILABLE,SINGLE USE,OPEN,11500.0,POLK,19153,USA,41.580130000000054,-93.61602699999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20130312&content_id=42629938&fext=.jsp&sid=t451&vkey=,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-10421288.4557 5098290.984899998)
738,747,1252.0,CASHMAN FIELD,850 LAS VEGAS BLVD N,LAS VEGAS,NV,89101,NOT AVAILABLE,SINGLE USE,OPEN,9334.0,CLARK,32003,USA,36.17980200000005,-115.12989099999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20171201&content_id=41074946&sid=t400&vkey=team1,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-12816200.8412 4325390.137599997)
739,748,1253.0,AUTOZONE PARK,200 UNION AVE,MEMPHIS,TN,38103,NOT AVAILABLE,SINGLE USE,OPEN,10000.0,SHELBY,47157,USA,35.14292046500003,-90.04930869599997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20051130&content_id=41120622&sid=t235&vkey=team1,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-10024243.1903 4183320.465999998)
740,749,1254.0,FIRST TENNESSEE PARK,19 JR GILLIAM WAY,NASHVILLE,TN,37219,NOT AVAILABLE,SINGLE USE,OPEN,10459.0,DAVIDSON,47037,USA,36.172611000000074,-86.78472099999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20100201&content_id=8006298&sid=t556&vkey=team3,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-9660830.9504 4324398.446599998)
741,750,1255.0,SHRINE ON AIRLINE,6000 AIRLINE DR,METAIRIE,LA,70003,NOT AVAILABLE,SINGLE USE,OPEN,10000.0,JEFFERSON,22051,USA,29.975474000000077,-90.19971199999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20070123&content_id=41061428&fext=.jsp&vkey=news_t588&sid=t588,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-10040986.0095 3500397.644299999)
742,751,1256.0,CHICKASAW BRICKTOWN BALLPARK,2 S MICKEY MANTLE DR,OKLAHOMA CITY,OK,73104,NOT AVAILABLE,SINGLE USE,OPEN,13066.0,OKLAHOMA,40109,USA,35.46505500000006,-97.50793799999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20090701&content_id=5639560&fext=.jsp&sid=t238&vkey=team1,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-10854534.0065 4227261.236299999)
743,752,1257.0,WERNER PARK,12356 BALLPARK WAY,PAPILLION,NE,68046,NOT AVAILABLE,SINGLE USE,OPEN,9023.0,SARPY,31153,USA,41.15170000000006,-96.10661499999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.milb.com/omaha/ballpark/werner-park,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-10698539.4437 5034743.194799997)
744,753,1258.0,ACES BALLPARK,250 EVANS AVE,RENO,NV,89501,NOT AVAILABLE,SINGLE USE,OPEN,9013.0,WASHOE,32031,USA,39.52860000000004,-119.80825599999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?sid=t2310&ymd=20110128&content_id=16524368&vkey=team1,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-13336994.0508 4797674.327100001)
745,754,1259.0,DELL DIAMOND,3400 E PALM VALLEY BLVD,ROUND ROCK,TX,78665,NOT AVAILABLE,SINGLE USE,OPEN,8631.0,WILLIAMSON,48491,USA,30.527559000000053,-97.63027299999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20100112&content_id=7906284&sid=t102&vkey=team2,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-10868152.2764 3571544.487499997)
746,755,1260.0,RALEY FIELD,400 BALLPARK DR,WEST SACRAMENTO,CA,95691,NOT AVAILABLE,SINGLE USE,OPEN,11093.0,YOLO,06113,USA,38.58038000000005,-121.51379999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20100115&content_id=7925400&sid=t105&vkey=team1,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-13526854.3404 4661741.609999999)
747,756,1261.0,SMITH'S BALLPARK,77 1300 S,SALT LAKE CITY,UT,84115,NOT AVAILABLE,SINGLE USE,OPEN,14511.0,SALT LAKE,49035,USA,40.740755000000036,-111.89286999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.milb.com/content/page.jsp?ymd=20090123&content_id=41000320&fext=.jsp&vkey=news_t561&sid=t561,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-12455857.3118 4974177.959899999)
748,757,1262.0,CHENEY STADIUM,2502 S TYLER ST,TACOMA,WA,98405,NOT AVAILABLE,SINGLE USE,OPEN,7429.0,PIERCE,53053,USA,47.23805809500004,-122.49755704299997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.milb.com/tacoma/ballpark/cheney-stadium,2016-02-19,2018-10-08,NOT AVAILABLE,POINT (-13636365.6734 5981018.148699999)
749,758,1263.0,PARQUE DE BEISBOL ALBERTO ROMO CHAVEZ,JUAN DE LA BARRERA 102,AGUASCALIENTES,AG,20190,NOT AVAILABLE,SINGLE USE,OPEN,6494.0,AGUASCALIENTES,01001,MEX,21.879958000000045,-102.27404299999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.rielerosags.com/,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-11385094.3881 2497118.8456999995)
750,759,1264.0,ESTADIO REVOLUCION,AV JUAREZ 1822,TORREON,CA,27000,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,TORREON,05035,MEX,25.539525000000026,-103.42899699999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.unionlaguna.mx/localidades.php,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-11513663.2793 2942160.017999999)
751,760,1265.0,ESTADIO DE BEISBOL FRAY NANO,FERNANDO IGLESIAS CALDERON S/N,MEXICO CITY,DF,15900,NOT AVAILABLE,SINGLE USE,OPEN,5200.0,VENUSTIANO CARRANZA,09017,MEX,19.410154678000026,-99.10886226099996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.diablos.com.mx/estadio.php,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-11032748.08 2203285.0073999986)
752,761,1266.0,ESTADIO MONCLOVA,AV LOS REYES 1300,MONCLOVA,CA,25750,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,MONCLOVA,05018,MEX,26.90687543400003,-101.44418856599998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://acereros.com.mx/estadio/,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-11292715.4151 3111841.875)
753,762,1267.0,ESTADIO DE BEISBOL MONTERREY,AV MANUEL L. BARRAGAN S/N,MONTERREY,NL,64290,NOT AVAILABLE,SINGLE USE,OPEN,22061.0,MONTERREY,19039,MEX,25.718008000000054,-100.31547999999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://sultanes.com.mx/estadio/,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-11167068.1523 2964196.7386999987)
754,763,1268.0,ESTADIO GASMART,MISSION DE SANTO TOMAS S/N,TIJUANA,BN,22223,NOT AVAILABLE,SINGLE USE,OPEN,17000.0,TIJUANA,02004,MEX,32.48312200000004,-116.91696999999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.torosdetijuana.com/?page_id=6665,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-13015137.565499999 3826896.313699998)
755,765,1270.0,ESTADIO DE BEISBOL FRANCISCO I. MADERO,JESUS VALDEZ SANCHEZ 1 INT. B,SALTILLO,CA,25284,NOT AVAILABLE,SINGLE USE,OPEN,16000.0,SALTILLO,05030,MEX,25.433654000000047,-100.97885799999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.milb.com/saraperos/news/estadio-francisco-i-madero/c-27354996,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-11240915.0534 2929103.974199999)
756,766,1271.0,ESTADIO NELSON BARRERA ROMELLON,BENJAMÍN GANZO 1635,CAMPECHE,CM,24020,NOT AVAILABLE,SINGLE USE,OPEN,6000.0,CAMPECHE,04002,MEX,19.862700000000075,-90.51059999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.piratasdecampeche.mx/piratasdecampeche/,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-10075593.9034 2256772.9307000004)
757,768,1273.0,ESTADIO DE BEISBOL HERMANOS SERDAN,AV UNIDAD DEPORTIVA 2245,PUEBLA,PU,72220,NOT AVAILABLE,SINGLE USE,OPEN,12100.0,PUEBLA,21114,MEX,19.075287743000047,-98.16490286999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://pericosdepuebla.com.mx/estadio/,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-10927667.0013 2163801.8352000006)
758,769,1274.0,ESTADIO EDUARDO VASCONCELOS,BLV EDUARDO VASCONCELOS Y CALZ,OAXACA,OA,68080,NOT AVAILABLE,SINGLE USE,OPEN,1700.0,OAXACA,20067,MEX,17.06970000000007,-96.71299499999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.guerreros.mx/localidades.php,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-10766041.3565 1928940.0408999994)
759,770,1275.0,ESTADIO DE BEISBOL BETO AVILA,MAYAPAN,CANCUN,QR,77500,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,BENITO JUAREZ,23005,MEX,21.152450000000044,-86.83691999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://web.superboletos.com/SuperBoletos/QUINTANAROO/DEPORTIVO/CNN-TIGRES-TEMPORADA-/rKOYY3P3J2DSDZnEl2gUTw,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-9666641.7165 2410065.932599999)
760,771,1276.0,PARQUE DE BÉISBOL CENTENARIO DEL 27 DE FEBRERO,AVENIDA VELODROMO DE LA CIUDAD DEPORTIVA S/N,VILLAHERMOSA,TB,86100,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,CENTRO,27004,MEX,17.976710000000026,-92.94411799999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.olmecastabasco.net/aficion,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-10346491.888 2034822.6711999997)
761,773,1278.0,ESTADIO DE BEISBOL KUKULKAN,CALLE 28,MERIDA,YU,97174,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,MERIDA,31050,MEX,20.941133188000038,-89.59601408599997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.leones.mx/contacto,2016-02-22,2018-10-08,NOT AVAILABLE,POINT (-9973782.6652 2384860.7320999987)
762,775,40.0,COLONIAL DOWNS,10515 COLONIAL DOWNS PARKWAY,NEW KENT,VA,23124,NOT AVAILABLE,OTHER,CLOSED,6000.0,NEW KENT,51127,USA,37.48604400000005,-77.00566899999995,711212,RACETRACKS,http://www.colonialdowns.com/,2015-01-30,2019-01-06,NOT AVAILABLE,POINT (-8572231.8613 4507073.337800004)
763,778,1281.0,NASSAU VETERANS MEMORIAL COLISEUM,1255 HEMPSTEAD TURNPIKE,UNIONDALE,NY,11553,1260,SINGLE USE,OPEN,15000.0,NASSAU,12089,USA,40.72290203000006,-73.59070854199996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.nycblive.com/,2015-01-30,2018-10-08,NASSAU COLISEUM,POINT (-8192080.202 4971555.2929000035)
764,779,1282.0,NORTHLANDS COLISEUM,7424 118 AVENUE NORTHWEST,EDMONTON,AB,T5B 4M9,NOT AVAILABLE,OTHER,CLOSED,16839.0,EDMONTON,4811061,CAN,53.57133351700003,-113.45608583199999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.rexall-place.com/,2015-01-30,2018-10-09,NORTHLANDS,POINT (-12629873.7022 7089386.399599999)
765,780,1283.0,SLEEP TRAIN ARENA,1 SPORTS PARKWAY,SACRAMENTO,CA,95834,NOT AVAILABLE,OTHER,CLOSED,17317.0,SACRAMENTO,06067,USA,38.649102206000066,-121.518158159,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.sleeptrainarena.com/,2015-01-30,2018-10-09,ARCO ARENA,POINT (-13527339.488400001 4671532.388400003)
766,781,1284.0,IUPUI GYMNASIUM,1000 WATERWAY BLVD,INDIANAPOLIS,IN,46202,NOT AVAILABLE,OTHER,OPEN,1215.0,MARION,41047,USA,39.77066634000005,-86.17496443999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://iupuijags.com/sports/2007/12/20/jungle.aspx,2015-01-30,2018-10-09,THE JUNGLE,POINT (-9592953.1606 4832671.888099998)
767,782,1285.0,"C.M. ""TAD"" SMITH COLISEUM",SOUTH POOLE DRIVE AND CHAPEL LANE,OXFORD,MS,38677,NOT AVAILABLE,OTHER,OPEN,8700.0,LAFAYETTE,22055,USA,34.36212474100006,-89.53932493099995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://olemisssports.com/news/2007/9/21/Tad_Smith_Coliseum_Access_and_Use.aspx,2015-01-30,2018-10-09,TAD SMITH COLISEUM,POINT (-9967472.0573 4077530.7973000035)
768,783,1286.0,RABOBANK ARENA,1001 TRUXTUN AVENUE,BAKERSFIELD,CA,93301,NOT AVAILABLE,OTHER,OPEN,10800.0,KERN,06029,USA,35.372165660000064,-119.01360578599997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.rabobankarena.com/,2015-01-30,2018-10-09,NOT AVAILABLE,POINT (-13248533.9936 4214572.693000004)
769,784,1287.0,RALSTON ARENA,72ND AND Q STREETS,OMAHA,NE,68127,NOT AVAILABLE,OTHER,OPEN,3519.0,DOUGLAS,31055,USA,41.20701189700003,-96.02680306799994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.ralstonarena.com/,2015-01-30,2018-10-09,NOT AVAILABLE,POINT (-10689654.82 5042923.989100002)
770,785,1269.0,PARQUE DE BEISBOL ADOLFO LOPEZ MATEOS,DURANGO 400,REYNOSA,TM,88654,NOT AVAILABLE,OTHER,OPEN,-999.0,REYNOSA,28032,MEX,26.078849000000048,-98.31235899999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.broncosdereynosa.com.mx/index.php?option=com_content&view=article&id=74,2016-02-22,2018-10-09,NOT AVAILABLE,POINT (-10944081.7426 3008850.0117000006)
771,786,1272.0,ESTADIO RESURGIMIENTO,AV JUAREZ S/N,CIUDAD DEL CARMEN,CM,24166,NOT AVAILABLE,OTHER,OPEN,-999.0,CARMEN,04003,MEX,18.647535121000033,-91.81942782399994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.delfinesbeisbol.com.mx/tickets.htm,2016-02-22,2018-10-09,NOT AVAILABLE,POINT (-10221291.9503 2113482.5133000016)
772,787,1277.0,ESTADIO UNIVERSITARIO BETO AVILA,PASEO DE LAS JACARANDAS,BOCA DEL RIO,VE,91700,NOT AVAILABLE,OTHER,OPEN,-999.0,BOCA DEL RIO,30028,MEX,19.165090000000077,-96.12282999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://rojosdelaguila.com/estadio/,2016-02-22,2018-10-09,NOT AVAILABLE,POINT (-10700344.4892 2174382.262600001)
773,788,1279.0,THE DOME AT AMERICA’S CENTER,701 CONVENTION PLAZA,SAINT LOUIS,MO,63101,NOT AVAILABLE,OTHER,OPEN,66965.0,SAINT LOUIS,29510,USA,38.63277991600006,-90.18854002699999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://explorestlouis.com/meetings-conventions/dome-at-americas-center/,2015-01-30,2018-10-09,NOT AVAILABLE,POINT (-10039742.3512 4669206.119800001)
774,789,1280.0,BOK CENTER,200 SOUTH DENVER AVE,TULSA,OK,74103,NOT AVAILABLE,OTHER,OPEN,17839.0,TULSA,40143,USA,36.152720000000045,-95.99632999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.bokcenter.com/,2015-01-30,2018-10-09,NOT AVAILABLE,POINT (-10686262.5736 4321655.807400003)
775,790,1288.0,SONNY LUBICK FIELD AT CANVAS STADIUM,751 W PITKIN ST,FORT COLLINS,CO,80521,NOT AVAILABLE,SINGLE USE,OPEN,41000.0,LARIMER,08069,USA,40.56983585000006,-105.08840502899994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://csurams.com/facilities/?id=17,2018-10-12,2018-10-12,NOT AVAILABLE,POINT (-11698387.7361 4949098.1098000035)
776,791,1289.0,SANFORD COYOTE SPORTS CENTER,1096 ROSE ST,VERMILLION,SD,57069,NOT AVAILABLE,SINGLE USE,OPEN,6000.0,CLAY,46027,USA,42.78996521200003,-96.92782187399996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://goyotes.com/facilities/?id=16,2018-10-12,2018-10-12,NOT AVAILABLE,POINT (-10789955.7747 5280056.8574)
777,792,1290.0,WINTRUST ARENA,INDIANA AVE AND CERMAK RD,CHICAGO,IL,60616,NOT AVAILABLE,MULTIUSE,OPEN,10367.0,COOK,17031,USA,41.85362100200007,-87.62140528999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://wintrustarena.com/,2018-10-12,2018-10-12,NOT AVAILABLE,POINT (-9753970.2195 5139077.737400003)
778,793,1291.0,LITTLE CAESARS ARENA,66 SIBLEY STREET,DETROIT,MI,48201,NOT AVAILABLE,MULTIUSE,OPEN,20491.0,WAYNE,26163,USA,42.34088754600003,-83.05526250799994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.olympiaentertainment.com/little-caesars-arena-2,2018-10-12,2018-10-12,NOT AVAILABLE,POINT (-9245669.5301 5212180.3134)
779,794,1292.0,MERCEDES-BENZ STADIUM,35 NORTHSIDE DRIVE NW,ATLANTA,GA,30313,NOT AVAILABLE,MULTIUSE,OPEN,71000.0,FULTON,13121,USA,33.755668505000074,-84.40117845199995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://mercedesbenzstadium.com/,2018-10-12,2018-10-12,NOT AVAILABLE,POINT (-9395496.2076 3996041.2700999975)
780,795,1293.0,SUNTRUST PARK,755 BATTERY AVENUE SOUTHEAST,ATLANTA,GA,30339,NOT AVAILABLE,SINGLE USE,OPEN,41084.0,COBB,13067,USA,33.89078786400006,-84.46776105399994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/braves/ballpark,2018-10-12,2018-10-12,NOT AVAILABLE,POINT (-9402908.149 4014146.9146)
781,796,1294.0,T-MOBILE ARENA,3780 SOUTH LAS VEGAS BLVD,LAS VEGAS,NV,89158,NOT AVAILABLE,SINGLE USE,OPEN,17500.0,CLARK,32003,USA,36.10274433300003,-115.17816506999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.t-mobilearena.com/,2018-10-12,2018-10-12,NOT AVAILABLE,POINT (-12821574.686099999 4314768.058899999)
